,TgtCndMovDirectStatusFlg,TgtCndGndVelLong,TgtCndGndVelLat,TgtCndAbsHdAng,TgtCndConf,InitEnableFlg
3753,Moving,(-) -0.5mps up,(+-) 0.1mps down,0,VALID,INVALID
3754,Moving,(-) -0.5mps up,(+-) 0.1mps down,0,INVALID,VALID
3755,Moving,(-) -0.5mps up,(+-) 0.1mps down,0,INVALID,INVALID
3756,Moving,(-) -0.5mps up,(+-) 0.1mps down,(dx),VALID,VALID
3757,Moving,(-) -0.5mps up,(+-) 0.1mps down,(dx),VALID,INVALID
3758,Moving,(-) -0.5mps up,(+-) 0.1mps down,(dx),INVALID,VALID
3759,Moving,(-) -0.5mps up,(+-) 0.1mps down,(dx),INVALID,INVALID
3760,Moving,(-) -0.5mps up,(+-) 0.1mps down,(dy),VALID,VALID
3761,Moving,(-) -0.5mps up,(+-) 0.1mps down,(dy),VALID,INVALID
3762,Moving,(-) -0.5mps up,(+-) 0.1mps down,(dy),INVALID,VALID
3763,Moving,(-) -0.5mps up,(+-) 0.1mps down,(dy),INVALID,INVALID
3764,Moving,(-) -0.5mps up,(+-) 0.1mps down,(dy/dx) 40deg down,VALID,VALID
3765,Moving,(-) -0.5mps up,(+-) 0.1mps down,(dy/dx) 40deg down,VALID,INVALID
3766,Moving,(-) -0.5mps up,(+-) 0.1mps down,(dy/dx) 40deg down,INVALID,VALID
3767,Moving,(-) -0.5mps up,(+-) 0.1mps down,(dy/dx) 40deg down,INVALID,INVALID
3768,Moving,(-) -0.5mps up,(+-) 0.1mps down,(dy/dx) 40deg up,VALID,VALID
3769,Moving,(-) -0.5mps up,(+-) 0.1mps down,(dy/dx) 40deg up,VALID,INVALID
3770,Moving,(-) -0.5mps up,(+-) 0.1mps down,(dy/dx) 40deg up,INVALID,VALID
3771,Moving,(-) -0.5mps up,(+-) 0.1mps down,(dy/dx) 40deg up,INVALID,INVALID
3772,Moving,(-) -0.5mps up,(+-) 0.1mps down,(dy/dx) 50deg down,VALID,VALID
3773,Moving,(-) -0.5mps up,(+-) 0.1mps down,(dy/dx) 50deg down,VALID,INVALID
3774,Moving,(-) -0.5mps up,(+-) 0.1mps down,(dy/dx) 50deg down,INVALID,VALID
3775,Moving,(-) -0.5mps up,(+-) 0.1mps down,(dy/dx) 50deg down,INVALID,INVALID
3776,Moving,(-) -0.5mps up,(+-) 0.1mps down,(dy/dx) 50deg up,VALID,VALID
3777,Moving,(-) -0.5mps up,(+-) 0.1mps down,(dy/dx) 50deg up,VALID,INVALID
3778,Moving,(-) -0.5mps up,(+-) 0.1mps down,(dy/dx) 50deg up,INVALID,VALID
3779,Moving,(-) -0.5mps up,(+-) 0.1mps down,(dy/dx) 50deg up,INVALID,INVALID
3780,Oncoming,Stop,Stop,0,VALID,VALID
3781,Oncoming,Stop,Stop,0,VALID,INVALID
3782,Oncoming,Stop,Stop,0,INVALID,VALID
3783,Oncoming,Stop,Stop,0,INVALID,INVALID
3784,Oncoming,Stop,Stop,(dx),VALID,VALID
3785,Oncoming,Stop,Stop,(dx),VALID,INVALID
3786,Oncoming,Stop,Stop,(dx),INVALID,VALID
3787,Oncoming,Stop,Stop,(dx),INVALID,INVALID
3788,Oncoming,Stop,Stop,(dy),VALID,VALID
3789,Oncoming,Stop,Stop,(dy),VALID,INVALID
3790,Oncoming,Stop,Stop,(dy),INVALID,VALID
3791,Oncoming,Stop,Stop,(dy),INVALID,INVALID
3792,Oncoming,Stop,Stop,(dy/dx) 40deg down,VALID,VALID
3793,Oncoming,Stop,Stop,(dy/dx) 40deg down,VALID,INVALID
3794,Oncoming,Stop,Stop,(dy/dx) 40deg down,INVALID,VALID
3795,Oncoming,Stop,Stop,(dy/dx) 40deg down,INVALID,INVALID
3796,Oncoming,Stop,Stop,(dy/dx) 40deg up,VALID,VALID
3797,Oncoming,Stop,Stop,(dy/dx) 40deg up,VALID,INVALID
3798,Oncoming,Stop,Stop,(dy/dx) 40deg up,INVALID,VALID
3799,Oncoming,Stop,Stop,(dy/dx) 40deg up,INVALID,INVALID
3800,Oncoming,Stop,Stop,(dy/dx) 50deg down,VALID,VALID
3801,Oncoming,Stop,Stop,(dy/dx) 50deg down,VALID,INVALID
3802,Oncoming,Stop,Stop,(dy/dx) 50deg down,INVALID,VALID
3803,Oncoming,Stop,Stop,(dy/dx) 50deg down,INVALID,INVALID
3804,Oncoming,Stop,Stop,(dy/dx) 50deg up,VALID,VALID
3805,Oncoming,Stop,Stop,(dy/dx) 50deg up,VALID,INVALID
3806,Oncoming,Stop,Stop,(dy/dx) 50deg up,INVALID,VALID
3807,Oncoming,Stop,Stop,(dy/dx) 50deg up,INVALID,INVALID
3808,Oncoming,Stop,(+-) 1.38mps up,0,VALID,VALID
3809,Oncoming,Stop,(+-) 1.38mps up,0,VALID,INVALID
3810,Oncoming,Stop,(+-) 1.38mps up,0,INVALID,VALID
3811,Oncoming,Stop,(+-) 1.38mps up,0,INVALID,INVALID
3812,Oncoming,Stop,(+-) 1.38mps up,(dx),VALID,VALID
3813,Oncoming,Stop,(+-) 1.38mps up,(dx),VALID,INVALID
3814,Oncoming,Stop,(+-) 1.38mps up,(dx),INVALID,VALID
3815,Oncoming,Stop,(+-) 1.38mps up,(dx),INVALID,INVALID
3816,Oncoming,Stop,(+-) 1.38mps up,(dy),VALID,VALID
3817,Oncoming,Stop,(+-) 1.38mps up,(dy),VALID,INVALID
3818,Oncoming,Stop,(+-) 1.38mps up,(dy),INVALID,VALID
3819,Oncoming,Stop,(+-) 1.38mps up,(dy),INVALID,INVALID
3820,Oncoming,Stop,(+-) 1.38mps up,(dy/dx) 40deg down,VALID,VALID
3821,Oncoming,Stop,(+-) 1.38mps up,(dy/dx) 40deg down,VALID,INVALID
3822,Oncoming,Stop,(+-) 1.38mps up,(dy/dx) 40deg down,INVALID,VALID
3823,Oncoming,Stop,(+-) 1.38mps up,(dy/dx) 40deg down,INVALID,INVALID
3824,Oncoming,Stop,(+-) 1.38mps up,(dy/dx) 40deg up,VALID,VALID
3825,Oncoming,Stop,(+-) 1.38mps up,(dy/dx) 40deg up,VALID,INVALID
3826,Oncoming,Stop,(+-) 1.38mps up,(dy/dx) 40deg up,INVALID,VALID
3827,Oncoming,Stop,(+-) 1.38mps up,(dy/dx) 40deg up,INVALID,INVALID
3828,Oncoming,Stop,(+-) 1.38mps up,(dy/dx) 50deg down,VALID,VALID
3829,Oncoming,Stop,(+-) 1.38mps up,(dy/dx) 50deg down,VALID,INVALID
3830,Oncoming,Stop,(+-) 1.38mps up,(dy/dx) 50deg down,INVALID,VALID
3831,Oncoming,Stop,(+-) 1.38mps up,(dy/dx) 50deg down,INVALID,INVALID
3832,Oncoming,Stop,(+-) 1.38mps up,(dy/dx) 50deg up,VALID,VALID
3833,Oncoming,Stop,(+-) 1.38mps up,(dy/dx) 50deg up,VALID,INVALID
3834,Oncoming,Stop,(+-) 1.38mps up,(dy/dx) 50deg up,INVALID,VALID
3835,Oncoming,Stop,(+-) 1.38mps up,(dy/dx) 50deg up,INVALID,INVALID
3836,Oncoming,Stop,(+-) 1.38mps down,0,VALID,VALID
3837,Oncoming,Stop,(+-) 1.38mps down,0,VALID,INVALID
3838,Oncoming,Stop,(+-) 1.38mps down,0,INVALID,VALID
3839,Oncoming,Stop,(+-) 1.38mps down,0,INVALID,INVALID
3840,Oncoming,Stop,(+-) 1.38mps down,(dx),VALID,VALID
3841,Oncoming,Stop,(+-) 1.38mps down,(dx),VALID,INVALID
3842,Oncoming,Stop,(+-) 1.38mps down,(dx),INVALID,VALID
3843,Oncoming,Stop,(+-) 1.38mps down,(dx),INVALID,INVALID
3844,Oncoming,Stop,(+-) 1.38mps down,(dy),VALID,VALID
3845,Oncoming,Stop,(+-) 1.38mps down,(dy),VALID,INVALID
3846,Oncoming,Stop,(+-) 1.38mps down,(dy),INVALID,VALID
3847,Oncoming,Stop,(+-) 1.38mps down,(dy),INVALID,INVALID
3848,Oncoming,Stop,(+-) 1.38mps down,(dy/dx) 40deg down,VALID,VALID
3849,Oncoming,Stop,(+-) 1.38mps down,(dy/dx) 40deg down,VALID,INVALID
3850,Oncoming,Stop,(+-) 1.38mps down,(dy/dx) 40deg down,INVALID,VALID
3851,Oncoming,Stop,(+-) 1.38mps down,(dy/dx) 40deg down,INVALID,INVALID
3852,Oncoming,Stop,(+-) 1.38mps down,(dy/dx) 40deg up,VALID,VALID
3853,Oncoming,Stop,(+-) 1.38mps down,(dy/dx) 40deg up,VALID,INVALID
3854,Oncoming,Stop,(+-) 1.38mps down,(dy/dx) 40deg up,INVALID,VALID
3855,Oncoming,Stop,(+-) 1.38mps down,(dy/dx) 40deg up,INVALID,INVALID
3856,Oncoming,Stop,(+-) 1.38mps down,(dy/dx) 50deg down,VALID,VALID
3857,Oncoming,Stop,(+-) 1.38mps down,(dy/dx) 50deg down,VALID,INVALID
3858,Oncoming,Stop,(+-) 1.38mps down,(dy/dx) 50deg down,INVALID,VALID
3859,Oncoming,Stop,(+-) 1.38mps down,(dy/dx) 50deg down,INVALID,INVALID
3860,Oncoming,Stop,(+-) 1.38mps down,(dy/dx) 50deg up,VALID,VALID
3861,Oncoming,Stop,(+-) 1.38mps down,(dy/dx) 50deg up,VALID,INVALID
3862,Oncoming,Stop,(+-) 1.38mps down,(dy/dx) 50deg up,INVALID,VALID
3863,Oncoming,Stop,(+-) 1.38mps down,(dy/dx) 50deg up,INVALID,INVALID
3864,Oncoming,Stop,(+-) 0.1mps up,0,VALID,VALID
3865,Oncoming,Stop,(+-) 0.1mps up,0,VALID,INVALID
3866,Oncoming,Stop,(+-) 0.1mps up,0,INVALID,VALID
3867,Oncoming,Stop,(+-) 0.1mps up,0,INVALID,INVALID
3868,Oncoming,Stop,(+-) 0.1mps up,(dx),VALID,VALID
3869,Oncoming,Stop,(+-) 0.1mps up,(dx),VALID,INVALID
3870,Oncoming,Stop,(+-) 0.1mps up,(dx),INVALID,VALID
3871,Oncoming,Stop,(+-) 0.1mps up,(dx),INVALID,INVALID
3872,Oncoming,Stop,(+-) 0.1mps up,(dy),VALID,VALID
3873,Oncoming,Stop,(+-) 0.1mps up,(dy),VALID,INVALID
3874,Oncoming,Stop,(+-) 0.1mps up,(dy),INVALID,VALID
3875,Oncoming,Stop,(+-) 0.1mps up,(dy),INVALID,INVALID
3876,Oncoming,Stop,(+-) 0.1mps up,(dy/dx) 40deg down,VALID,VALID
3877,Oncoming,Stop,(+-) 0.1mps up,(dy/dx) 40deg down,VALID,INVALID
3878,Oncoming,Stop,(+-) 0.1mps up,(dy/dx) 40deg down,INVALID,VALID
3879,Oncoming,Stop,(+-) 0.1mps up,(dy/dx) 40deg down,INVALID,INVALID
3880,Oncoming,Stop,(+-) 0.1mps up,(dy/dx) 40deg up,VALID,VALID
3881,Oncoming,Stop,(+-) 0.1mps up,(dy/dx) 40deg up,VALID,INVALID
3882,Oncoming,Stop,(+-) 0.1mps up,(dy/dx) 40deg up,INVALID,VALID
3883,Oncoming,Stop,(+-) 0.1mps up,(dy/dx) 40deg up,INVALID,INVALID
3884,Oncoming,Stop,(+-) 0.1mps up,(dy/dx) 50deg down,VALID,VALID
3885,Oncoming,Stop,(+-) 0.1mps up,(dy/dx) 50deg down,VALID,INVALID
3886,Oncoming,Stop,(+-) 0.1mps up,(dy/dx) 50deg down,INVALID,VALID
3887,Oncoming,Stop,(+-) 0.1mps up,(dy/dx) 50deg down,INVALID,INVALID
3888,Oncoming,Stop,(+-) 0.1mps up,(dy/dx) 50deg up,VALID,VALID
3889,Oncoming,Stop,(+-) 0.1mps up,(dy/dx) 50deg up,VALID,INVALID
3890,Oncoming,Stop,(+-) 0.1mps up,(dy/dx) 50deg up,INVALID,VALID
3891,Oncoming,Stop,(+-) 0.1mps up,(dy/dx) 50deg up,INVALID,INVALID
3892,Oncoming,Stop,(+-) 0.1mps down,0,VALID,VALID
3893,Oncoming,Stop,(+-) 0.1mps down,0,VALID,INVALID
3894,Oncoming,Stop,(+-) 0.1mps down,0,INVALID,VALID
3895,Oncoming,Stop,(+-) 0.1mps down,0,INVALID,INVALID
3896,Oncoming,Stop,(+-) 0.1mps down,(dx),VALID,VALID
3897,Oncoming,Stop,(+-) 0.1mps down,(dx),VALID,INVALID
3898,Oncoming,Stop,(+-) 0.1mps down,(dx),INVALID,VALID
3899,Oncoming,Stop,(+-) 0.1mps down,(dx),INVALID,INVALID
3900,Oncoming,Stop,(+-) 0.1mps down,(dy),VALID,VALID
3901,Oncoming,Stop,(+-) 0.1mps down,(dy),VALID,INVALID
3902,Oncoming,Stop,(+-) 0.1mps down,(dy),INVALID,VALID
3903,Oncoming,Stop,(+-) 0.1mps down,(dy),INVALID,INVALID
3904,Oncoming,Stop,(+-) 0.1mps down,(dy/dx) 40deg down,VALID,VALID
3905,Oncoming,Stop,(+-) 0.1mps down,(dy/dx) 40deg down,VALID,INVALID
3906,Oncoming,Stop,(+-) 0.1mps down,(dy/dx) 40deg down,INVALID,VALID
3907,Oncoming,Stop,(+-) 0.1mps down,(dy/dx) 40deg down,INVALID,INVALID
3908,Oncoming,Stop,(+-) 0.1mps down,(dy/dx) 40deg up,VALID,VALID
3909,Oncoming,Stop,(+-) 0.1mps down,(dy/dx) 40deg up,VALID,INVALID
3910,Oncoming,Stop,(+-) 0.1mps down,(dy/dx) 40deg up,INVALID,VALID
3911,Oncoming,Stop,(+-) 0.1mps down,(dy/dx) 40deg up,INVALID,INVALID
3912,Oncoming,Stop,(+-) 0.1mps down,(dy/dx) 50deg down,VALID,VALID
3913,Oncoming,Stop,(+-) 0.1mps down,(dy/dx) 50deg down,VALID,INVALID
3914,Oncoming,Stop,(+-) 0.1mps down,(dy/dx) 50deg down,INVALID,VALID
3915,Oncoming,Stop,(+-) 0.1mps down,(dy/dx) 50deg down,INVALID,INVALID
3916,Oncoming,Stop,(+-) 0.1mps down,(dy/dx) 50deg up,VALID,VALID
3917,Oncoming,Stop,(+-) 0.1mps down,(dy/dx) 50deg up,VALID,INVALID
3918,Oncoming,Stop,(+-) 0.1mps down,(dy/dx) 50deg up,INVALID,VALID
3919,Oncoming,Stop,(+-) 0.1mps down,(dy/dx) 50deg up,INVALID,INVALID
3920,Oncoming,(+) 1.38mps up,Stop,0,VALID,VALID
3921,Oncoming,(+) 1.38mps up,Stop,0,VALID,INVALID
3922,Oncoming,(+) 1.38mps up,Stop,0,INVALID,VALID
3923,Oncoming,(+) 1.38mps up,Stop,0,INVALID,INVALID
3924,Oncoming,(+) 1.38mps up,Stop,(dx),VALID,VALID
3925,Oncoming,(+) 1.38mps up,Stop,(dx),VALID,INVALID
3926,Oncoming,(+) 1.38mps up,Stop,(dx),INVALID,VALID
3927,Oncoming,(+) 1.38mps up,Stop,(dx),INVALID,INVALID
3928,Oncoming,(+) 1.38mps up,Stop,(dy),VALID,VALID
3929,Oncoming,(+) 1.38mps up,Stop,(dy),VALID,INVALID
3930,Oncoming,(+) 1.38mps up,Stop,(dy),INVALID,VALID
3931,Oncoming,(+) 1.38mps up,Stop,(dy),INVALID,INVALID
3932,Oncoming,(+) 1.38mps up,Stop,(dy/dx) 40deg down,VALID,VALID
3933,Oncoming,(+) 1.38mps up,Stop,(dy/dx) 40deg down,VALID,INVALID
3934,Oncoming,(+) 1.38mps up,Stop,(dy/dx) 40deg down,INVALID,VALID
3935,Oncoming,(+) 1.38mps up,Stop,(dy/dx) 40deg down,INVALID,INVALID
3936,Oncoming,(+) 1.38mps up,Stop,(dy/dx) 40deg up,VALID,VALID
3937,Oncoming,(+) 1.38mps up,Stop,(dy/dx) 40deg up,VALID,INVALID
3938,Oncoming,(+) 1.38mps up,Stop,(dy/dx) 40deg up,INVALID,VALID
3939,Oncoming,(+) 1.38mps up,Stop,(dy/dx) 40deg up,INVALID,INVALID
3940,Oncoming,(+) 1.38mps up,Stop,(dy/dx) 50deg down,VALID,VALID
3941,Oncoming,(+) 1.38mps up,Stop,(dy/dx) 50deg down,VALID,INVALID
3942,Oncoming,(+) 1.38mps up,Stop,(dy/dx) 50deg down,INVALID,VALID
3943,Oncoming,(+) 1.38mps up,Stop,(dy/dx) 50deg down,INVALID,INVALID
3944,Oncoming,(+) 1.38mps up,Stop,(dy/dx) 50deg up,VALID,VALID
3945,Oncoming,(+) 1.38mps up,Stop,(dy/dx) 50deg up,VALID,INVALID
3946,Oncoming,(+) 1.38mps up,Stop,(dy/dx) 50deg up,INVALID,VALID
3947,Oncoming,(+) 1.38mps up,Stop,(dy/dx) 50deg up,INVALID,INVALID
3948,Oncoming,(+) 1.38mps up,(+-) 1.38mps up,0,VALID,VALID
3949,Oncoming,(+) 1.38mps up,(+-) 1.38mps up,0,VALID,INVALID
3950,Oncoming,(+) 1.38mps up,(+-) 1.38mps up,0,INVALID,VALID
3951,Oncoming,(+) 1.38mps up,(+-) 1.38mps up,0,INVALID,INVALID
3952,Oncoming,(+) 1.38mps up,(+-) 1.38mps up,(dx),VALID,VALID
3953,Oncoming,(+) 1.38mps up,(+-) 1.38mps up,(dx),VALID,INVALID
3954,Oncoming,(+) 1.38mps up,(+-) 1.38mps up,(dx),INVALID,VALID
3955,Oncoming,(+) 1.38mps up,(+-) 1.38mps up,(dx),INVALID,INVALID
3956,Oncoming,(+) 1.38mps up,(+-) 1.38mps up,(dy),VALID,VALID
3957,Oncoming,(+) 1.38mps up,(+-) 1.38mps up,(dy),VALID,INVALID
3958,Oncoming,(+) 1.38mps up,(+-) 1.38mps up,(dy),INVALID,VALID
3959,Oncoming,(+) 1.38mps up,(+-) 1.38mps up,(dy),INVALID,INVALID
3960,Oncoming,(+) 1.38mps up,(+-) 1.38mps up,(dy/dx) 40deg down,VALID,VALID
3961,Oncoming,(+) 1.38mps up,(+-) 1.38mps up,(dy/dx) 40deg down,VALID,INVALID
3962,Oncoming,(+) 1.38mps up,(+-) 1.38mps up,(dy/dx) 40deg down,INVALID,VALID
3963,Oncoming,(+) 1.38mps up,(+-) 1.38mps up,(dy/dx) 40deg down,INVALID,INVALID
3964,Oncoming,(+) 1.38mps up,(+-) 1.38mps up,(dy/dx) 40deg up,VALID,VALID
3965,Oncoming,(+) 1.38mps up,(+-) 1.38mps up,(dy/dx) 40deg up,VALID,INVALID
3966,Oncoming,(+) 1.38mps up,(+-) 1.38mps up,(dy/dx) 40deg up,INVALID,VALID
3967,Oncoming,(+) 1.38mps up,(+-) 1.38mps up,(dy/dx) 40deg up,INVALID,INVALID
3968,Oncoming,(+) 1.38mps up,(+-) 1.38mps up,(dy/dx) 50deg down,VALID,VALID
3969,Oncoming,(+) 1.38mps up,(+-) 1.38mps up,(dy/dx) 50deg down,VALID,INVALID
3970,Oncoming,(+) 1.38mps up,(+-) 1.38mps up,(dy/dx) 50deg down,INVALID,VALID
3971,Oncoming,(+) 1.38mps up,(+-) 1.38mps up,(dy/dx) 50deg down,INVALID,INVALID
3972,Oncoming,(+) 1.38mps up,(+-) 1.38mps up,(dy/dx) 50deg up,VALID,VALID
3973,Oncoming,(+) 1.38mps up,(+-) 1.38mps up,(dy/dx) 50deg up,VALID,INVALID
3974,Oncoming,(+) 1.38mps up,(+-) 1.38mps up,(dy/dx) 50deg up,INVALID,VALID
3975,Oncoming,(+) 1.38mps up,(+-) 1.38mps up,(dy/dx) 50deg up,INVALID,INVALID
3976,Oncoming,(+) 1.38mps up,(+-) 1.38mps down,0,VALID,VALID
3977,Oncoming,(+) 1.38mps up,(+-) 1.38mps down,0,VALID,INVALID
3978,Oncoming,(+) 1.38mps up,(+-) 1.38mps down,0,INVALID,VALID
3979,Oncoming,(+) 1.38mps up,(+-) 1.38mps down,0,INVALID,INVALID
3980,Oncoming,(+) 1.38mps up,(+-) 1.38mps down,(dx),VALID,VALID
3981,Oncoming,(+) 1.38mps up,(+-) 1.38mps down,(dx),VALID,INVALID
3982,Oncoming,(+) 1.38mps up,(+-) 1.38mps down,(dx),INVALID,VALID
3983,Oncoming,(+) 1.38mps up,(+-) 1.38mps down,(dx),INVALID,INVALID
3984,Oncoming,(+) 1.38mps up,(+-) 1.38mps down,(dy),VALID,VALID
3985,Oncoming,(+) 1.38mps up,(+-) 1.38mps down,(dy),VALID,INVALID
3986,Oncoming,(+) 1.38mps up,(+-) 1.38mps down,(dy),INVALID,VALID
3987,Oncoming,(+) 1.38mps up,(+-) 1.38mps down,(dy),INVALID,INVALID
3988,Oncoming,(+) 1.38mps up,(+-) 1.38mps down,(dy/dx) 40deg down,VALID,VALID
3989,Oncoming,(+) 1.38mps up,(+-) 1.38mps down,(dy/dx) 40deg down,VALID,INVALID
3990,Oncoming,(+) 1.38mps up,(+-) 1.38mps down,(dy/dx) 40deg down,INVALID,VALID
3991,Oncoming,(+) 1.38mps up,(+-) 1.38mps down,(dy/dx) 40deg down,INVALID,INVALID
3992,Oncoming,(+) 1.38mps up,(+-) 1.38mps down,(dy/dx) 40deg up,VALID,VALID
3993,Oncoming,(+) 1.38mps up,(+-) 1.38mps down,(dy/dx) 40deg up,VALID,INVALID
3994,Oncoming,(+) 1.38mps up,(+-) 1.38mps down,(dy/dx) 40deg up,INVALID,VALID
3995,Oncoming,(+) 1.38mps up,(+-) 1.38mps down,(dy/dx) 40deg up,INVALID,INVALID
3996,Oncoming,(+) 1.38mps up,(+-) 1.38mps down,(dy/dx) 50deg down,VALID,VALID
3997,Oncoming,(+) 1.38mps up,(+-) 1.38mps down,(dy/dx) 50deg down,VALID,INVALID
3998,Oncoming,(+) 1.38mps up,(+-) 1.38mps down,(dy/dx) 50deg down,INVALID,VALID
3999,Oncoming,(+) 1.38mps up,(+-) 1.38mps down,(dy/dx) 50deg down,INVALID,INVALID
4000,Oncoming,(+) 1.38mps up,(+-) 1.38mps down,(dy/dx) 50deg up,VALID,VALID
4001,Oncoming,(+) 1.38mps up,(+-) 1.38mps down,(dy/dx) 50deg up,VALID,INVALID
4002,Oncoming,(+) 1.38mps up,(+-) 1.38mps down,(dy/dx) 50deg up,INVALID,VALID
4003,Oncoming,(+) 1.38mps up,(+-) 1.38mps down,(dy/dx) 50deg up,INVALID,INVALID
4004,Oncoming,(+) 1.38mps up,(+-) 0.1mps up,0,VALID,VALID
4005,Oncoming,(+) 1.38mps up,(+-) 0.1mps up,0,VALID,INVALID
4006,Oncoming,(+) 1.38mps up,(+-) 0.1mps up,0,INVALID,VALID
4007,Oncoming,(+) 1.38mps up,(+-) 0.1mps up,0,INVALID,INVALID
4008,Oncoming,(+) 1.38mps up,(+-) 0.1mps up,(dx),VALID,VALID
4009,Oncoming,(+) 1.38mps up,(+-) 0.1mps up,(dx),VALID,INVALID
4010,Oncoming,(+) 1.38mps up,(+-) 0.1mps up,(dx),INVALID,VALID
4011,Oncoming,(+) 1.38mps up,(+-) 0.1mps up,(dx),INVALID,INVALID
4012,Oncoming,(+) 1.38mps up,(+-) 0.1mps up,(dy),VALID,VALID
4013,Oncoming,(+) 1.38mps up,(+-) 0.1mps up,(dy),VALID,INVALID
4014,Oncoming,(+) 1.38mps up,(+-) 0.1mps up,(dy),INVALID,VALID
4015,Oncoming,(+) 1.38mps up,(+-) 0.1mps up,(dy),INVALID,INVALID
4016,Oncoming,(+) 1.38mps up,(+-) 0.1mps up,(dy/dx) 40deg down,VALID,VALID
4017,Oncoming,(+) 1.38mps up,(+-) 0.1mps up,(dy/dx) 40deg down,VALID,INVALID
4018,Oncoming,(+) 1.38mps up,(+-) 0.1mps up,(dy/dx) 40deg down,INVALID,VALID
4019,Oncoming,(+) 1.38mps up,(+-) 0.1mps up,(dy/dx) 40deg down,INVALID,INVALID
4020,Oncoming,(+) 1.38mps up,(+-) 0.1mps up,(dy/dx) 40deg up,VALID,VALID
4021,Oncoming,(+) 1.38mps up,(+-) 0.1mps up,(dy/dx) 40deg up,VALID,INVALID
4022,Oncoming,(+) 1.38mps up,(+-) 0.1mps up,(dy/dx) 40deg up,INVALID,VALID
4023,Oncoming,(+) 1.38mps up,(+-) 0.1mps up,(dy/dx) 40deg up,INVALID,INVALID
4024,Oncoming,(+) 1.38mps up,(+-) 0.1mps up,(dy/dx) 50deg down,VALID,VALID
4025,Oncoming,(+) 1.38mps up,(+-) 0.1mps up,(dy/dx) 50deg down,VALID,INVALID
4026,Oncoming,(+) 1.38mps up,(+-) 0.1mps up,(dy/dx) 50deg down,INVALID,VALID
4027,Oncoming,(+) 1.38mps up,(+-) 0.1mps up,(dy/dx) 50deg down,INVALID,INVALID
4028,Oncoming,(+) 1.38mps up,(+-) 0.1mps up,(dy/dx) 50deg up,VALID,VALID
4029,Oncoming,(+) 1.38mps up,(+-) 0.1mps up,(dy/dx) 50deg up,VALID,INVALID
4030,Oncoming,(+) 1.38mps up,(+-) 0.1mps up,(dy/dx) 50deg up,INVALID,VALID
4031,Oncoming,(+) 1.38mps up,(+-) 0.1mps up,(dy/dx) 50deg up,INVALID,INVALID
4032,Oncoming,(+) 1.38mps up,(+-) 0.1mps down,0,VALID,VALID
4033,Oncoming,(+) 1.38mps up,(+-) 0.1mps down,0,VALID,INVALID
4034,Oncoming,(+) 1.38mps up,(+-) 0.1mps down,0,INVALID,VALID
4035,Oncoming,(+) 1.38mps up,(+-) 0.1mps down,0,INVALID,INVALID
4036,Oncoming,(+) 1.38mps up,(+-) 0.1mps down,(dx),VALID,VALID
4037,Oncoming,(+) 1.38mps up,(+-) 0.1mps down,(dx),VALID,INVALID
4038,Oncoming,(+) 1.38mps up,(+-) 0.1mps down,(dx),INVALID,VALID
4039,Oncoming,(+) 1.38mps up,(+-) 0.1mps down,(dx),INVALID,INVALID
4040,Oncoming,(+) 1.38mps up,(+-) 0.1mps down,(dy),VALID,VALID
4041,Oncoming,(+) 1.38mps up,(+-) 0.1mps down,(dy),VALID,INVALID
4042,Oncoming,(+) 1.38mps up,(+-) 0.1mps down,(dy),INVALID,VALID
4043,Oncoming,(+) 1.38mps up,(+-) 0.1mps down,(dy),INVALID,INVALID
4044,Oncoming,(+) 1.38mps up,(+-) 0.1mps down,(dy/dx) 40deg down,VALID,VALID
4045,Oncoming,(+) 1.38mps up,(+-) 0.1mps down,(dy/dx) 40deg down,VALID,INVALID
4046,Oncoming,(+) 1.38mps up,(+-) 0.1mps down,(dy/dx) 40deg down,INVALID,VALID
4047,Oncoming,(+) 1.38mps up,(+-) 0.1mps down,(dy/dx) 40deg down,INVALID,INVALID
4048,Oncoming,(+) 1.38mps up,(+-) 0.1mps down,(dy/dx) 40deg up,VALID,VALID
4049,Oncoming,(+) 1.38mps up,(+-) 0.1mps down,(dy/dx) 40deg up,VALID,INVALID
4050,Oncoming,(+) 1.38mps up,(+-) 0.1mps down,(dy/dx) 40deg up,INVALID,VALID
4051,Oncoming,(+) 1.38mps up,(+-) 0.1mps down,(dy/dx) 40deg up,INVALID,INVALID
4052,Oncoming,(+) 1.38mps up,(+-) 0.1mps down,(dy/dx) 50deg down,VALID,VALID
4053,Oncoming,(+) 1.38mps up,(+-) 0.1mps down,(dy/dx) 50deg down,VALID,INVALID
4054,Oncoming,(+) 1.38mps up,(+-) 0.1mps down,(dy/dx) 50deg down,INVALID,VALID
4055,Oncoming,(+) 1.38mps up,(+-) 0.1mps down,(dy/dx) 50deg down,INVALID,INVALID
4056,Oncoming,(+) 1.38mps up,(+-) 0.1mps down,(dy/dx) 50deg up,VALID,VALID
4057,Oncoming,(+) 1.38mps up,(+-) 0.1mps down,(dy/dx) 50deg up,VALID,INVALID
4058,Oncoming,(+) 1.38mps up,(+-) 0.1mps down,(dy/dx) 50deg up,INVALID,VALID
4059,Oncoming,(+) 1.38mps up,(+-) 0.1mps down,(dy/dx) 50deg up,INVALID,INVALID
4060,Oncoming,(+) 1.38mps down,Stop,0,VALID,VALID
4061,Oncoming,(+) 1.38mps down,Stop,0,VALID,INVALID
